time_boot_ms,pitch,roll,yaw,vx,vy,vz,relative_alt
7418467.0,-10.818493720734107,10.966325481356217,1.8767385487638082,-0.01,0.17,-0.25,9.729000000000001
7418467.0,-10.818493720734107,10.966325481356217,1.8767385487638082,-0.01,0.17,-0.25,9.729000000000001
7418717.0,-10.548741375879978,10.316063297840676,1.936672604957024,-0.02,0.15,-0.18,9.789
7418717.0,-10.548741375879978,10.316063297840676,1.936672604957024,-0.02,0.15,-0.18,9.789
7418967.0,-10.36649058448288,10.47071585612269,2.004586029648107,-0.04,0.11,-0.14,9.833
7418967.0,-10.36649058448288,10.47071585612269,2.004586029648107,-0.04,0.11,-0.14,9.833
7419216.0,-10.385028571663941,10.763397146020553,2.0275728178563734,-0.06,0.09,-0.11,9.866
7419216.0,-10.385028571663941,10.763397146020553,2.0275728178563734,-0.06,0.09,-0.11,9.866
7419466.0,-10.378827613671216,10.705665825834666,2.039241769166517,-0.07,0.09,-0.1,9.892
7419466.0,-10.378827613671216,10.705665825834666,2.039241769166517,-0.07,0.09,-0.1,9.892
7419716.0,-10.242763415215391,10.493583329463892,2.04879656348513,-0.07,0.1,-0.17,9.925
7419716.0,-10.242763415215391,10.493583329463892,2.04879656348513,-0.07,0.1,-0.17,9.925
7419966.0,-10.082138710277848,10.35226159289445,2.0343709905146516,-0.08,0.08,-0.2,9.972
7419966.0,-10.082138710277848,10.35226159289445,2.0343709905146516,-0.08,0.08,-0.2,9.972
7420216.0,-10.150490974623105,10.483011904176005,1.9814180279834237,-0.1,0.06,-0.21,10.022
7420216.0,-10.150490974623105,10.483011904176005,1.9814180279834237,-0.1,0.06,-0.21,10.022
7420467.0,-10.308107835004904,10.634485863173024,1.9500717285612965,-0.11,0.04,-0.2,10.073
7420467.0,-10.308107835004904,10.634485863173024,1.9500717285612965,-0.11,0.04,-0.2,10.073
7420717.0,-10.35017070123478,10.730951186142054,1.982822272188096,-0.11,0.04,-0.19,10.120000000000001
7420717.0,-10.35017070123478,10.730951186142054,1.982822272188096,-0.11,0.04,-0.19,10.120000000000001
7420967.0,-10.43791899527558,10.717990902191953,2.006916618258962,-0.12,0.03,-0.18,10.164
7420967.0,-10.43791899527558,10.717990902191953,2.006916618258962,-0.12,0.03,-0.18,10.164
7421216.0,-10.614289847570943,10.714094279270462,2.0088604474080656,-0.12,0.03,-0.17,10.205
7421216.0,-10.614289847570943,10.714094279270462,2.0088604474080656,-0.12,0.03,-0.17,10.205
7421466.0,-10.677677418163245,10.790658138545366,2.0164312852162016,-0.12,0.02,-0.16,10.245000000000001
7421466.0,-10.677677418163245,10.790658138545366,2.0164312852162016,-0.12,0.02,-0.16,10.245000000000001
7421716.0,-10.702452221830175,10.844503934867161,2.0149694112904073,-0.11,0.02,-0.16,10.283
7421716.0,-10.702452221830175,10.844503934867161,2.0149694112904073,-0.11,0.02,-0.16,10.283
7421966.0,-10.746237149504541,10.944409111856938,1.9998343524198936,-0.11,0.02,-0.15,10.32
7421966.0,-10.746237149504541,10.944409111856938,1.9998343524198936,-0.11,0.02,-0.15,10.32
7422216.0,-10.786474647678734,10.923709369803568,1.989879992034835,-0.1,0.03,-0.15,10.356
7422216.0,-10.786474647678734,10.923709369803568,1.989879992034835,-0.1,0.03,-0.15,10.356
7422467.0,-10.78420446355335,10.92403721888373,1.9923666077795426,-0.09,0.02,-0.15,10.392
7422467.0,-10.78420446355335,10.92403721888373,1.9923666077795426,-0.09,0.02,-0.15,10.392
7422717.0,-10.794595742601878,10.986613704512093,1.9969812543375325,-0.09,0.03,-0.15,10.427
7422717.0,-10.794595742601878,10.986613704512093,1.9969812543375325,-0.09,0.03,-0.15,10.427
7422967.0,-10.811579007973116,10.988795096178265,1.9960564040352304,-0.08,0.03,-0.15,10.462
7422967.0,-10.811579007973116,10.988795096178265,1.9960564040352304,-0.08,0.03,-0.15,10.462
7423217.0,-10.85568068567024,10.969265877793907,1.9894449943620696,-0.08,0.03,-0.15,10.498
7423217.0,-10.85568068567024,10.969265877793907,1.9894449943620696,-0.08,0.03,-0.15,10.498
7423466.0,-10.86102872379036,11.000835865911352,1.9923508129670868,-0.08,0.04,-0.15,10.533
7423466.0,-10.86102872379036,11.000835865911352,1.9923508129670868,-0.08,0.04,-0.15,10.533
7423716.0,-10.892404905290107,11.038957712990133,1.9874789670981639,-0.08,0.04,-0.15,10.569
7423716.0,-10.892404905290107,11.038957712990133,1.9874789670981639,-0.08,0.04,-0.15,10.569
7423966.0,-10.941061465389986,11.08703114568962,1.9841033595442965,-0.08,0.04,-0.15,10.605
7423966.0,-10.941061465389986,11.08703114568962,1.9841033595442965,-0.08,0.04,-0.15,10.605
7424216.0,-10.930988643911508,11.111835831434169,1.9943351963643872,-0.07,0.04,-0.15,10.64
7424216.0,-10.930988643911508,11.111835831434169,1.9943351963643872,-0.07,0.04,-0.15,10.64
7424466.0,-10.957949108112842,11.147956433086135,1.993869462840357,-0.08,0.05,-0.15,10.675
7424466.0,-10.957949108112842,11.147956433086135,1.993869462840357,-0.08,0.05,-0.15,10.675
7424717.0,-11.00767630036512,11.169688387477823,1.993954413318159,-0.07,0.05,-0.15,10.71
7424717.0,-11.00767630036512,11.169688387477823,1.993954413318159,-0.07,0.05,-0.15,10.71
7424967.0,-10.955207640934727,11.235923293180374,2.0053117372474207,-0.07,0.05,-0.15,10.746
7424967.0,-10.955207640934727,11.235923293180374,2.0053117372474207,-0.07,0.05,-0.15,10.746
7425217.0,-12.44898281902121,12.895426181288046,1.7057187227963284,-0.42,-0.31,-0.15,10.781
7425217.0,-12.44898281902121,12.895426181288046,1.7057187227963284,-0.42,-0.31,-0.15,10.781
7425466.0,-18.25302998134063,18.895679065252548,0.7173995279621805,-0.61,-0.52,-0.12,10.813
7425466.0,-18.25302998134063,18.895679065252548,0.7173995279621805,-0.61,-0.52,-0.12,10.813
7425716.0,-21.425336954562443,21.7662043752811,1.1648725412463958,-0.5700000000000001,-0.44,-0.1,10.838000000000001
7425716.0,-21.425336954562443,21.7662043752811,1.1648725412463958,-0.5700000000000001,-0.44,-0.1,10.838000000000001
7425966.0,-22.255520834968106,20.934102919265957,2.4116857947483767,-0.45,-0.3,-0.12,10.864
7425966.0,-22.255520834968106,20.934102919265957,2.4116857947483767,-0.45,-0.3,-0.12,10.864
7426216.0,-22.807770657667607,20.182119582215062,2.971859063771918,-0.35000000000000003,-0.22,-0.15,10.896
7426216.0,-22.807770657667607,20.182119582215062,2.971859063771918,-0.35000000000000003,-0.22,-0.15,10.896
7426466.0,-23.31246699581819,20.911281549701652,2.7989792919160794,-0.24,-0.15,-0.15,10.931000000000001
