WS abs. [m/s],WS dir. [deg]
12.057908571251458,0.2926266726845793
12.030251481653227,0.22057604262790478
12.079853652975197,0.27605826020198193
12.08939962080444,0.30124181710563147
12.108089905538026,0.31496314737279896
12.069813240857105,0.4305417988458249
12.042826570555233,0.3940869954370818
12.02650790821517,0.3491481328994626
12.03378813160127,0.35549300468047734
12.054195976911002,0.30968226417073524
12.018835744593986,0.26637033604556404
11.999481404030874,0.22603549925571784
12.019097231684045,0.2627961499899684
12.047168963598981,0.3223474372588951
12.035020870277995,0.3896122566078545
12.027993442583389,0.28390882262056744
12.010658180444036,0.3964882809020898
12.013953679573019,0.3395597033957194
12.027204986537923,0.2953513525691624
12.042509352721991,0.3653303133267138
12.030947946776468,0.3930133462242612
12.026735527536795,0.3391516298977086
12.187287781160691,0.2462395510983209
12.298737139533596,0.3381193316484884
12.39983752963534,0.20886875292258084
12.31172566380909,0.1927123650349538
12.28438772240709,0.2131915191619678
12.350534250990433,0.2902820079658413
12.414073214686624,0.3293907488806067
12.399663911673375,0.4037401356026377
12.367703902742589,0.29132021666903185
12.359507640362247,0.21975827852479904
12.355820899674098,0.280894973623836
12.356436914596518,0.3444637611711018
12.32779836885359,0.3736390897072133
12.322223474080472,0.399769690556168
12.31086475460593,0.37984542158114926
12.32976344494944,0.34622841405234833
12.352301174934372,0.35406720478950887
12.350974391357424,0.40336543237458505
12.360550956162704,0.4064859225908858
12.364381829362284,0.39670929259159604
12.360176543726816,0.2681059124708476
12.354262262695624,0.2484617900578142
12.344184989826601,0.3249448918319861
12.350013002986223,0.28394247943975565
12.357368317275835,0.2466270183010735
12.348361603591025,0.30293979195234877
12.362289952200806,0.24136630313742868
12.372353340560647,0.3204516872253621
12.508920569766847,0.32234726752762766
12.762504471376436,0.2400793719331953
12.797213800670052,0.2705214939703497
12.548126138237865,0.2679976042922482
12.5648465409502,0.28305594464438366
12.688608039012509,0.33737358777958276
12.742001244653753,0.3744427124261213
12.740537104559815,0.2814594191977734
12.714760751016488,0.2432333650723287
12.70819511678052,0.2550772763626257
12.710248652025856,0.17391133010635368
12.727784262112522,0.27855317981703376
12.729522591206706,0.2679682044382262
12.753348024778738,0.2808588429101682
12.724725587811106,0.2787134603658423
12.721815438748678,0.23700566443010546
12.726386227176148,0.21321463695830764
12.70024007248413,0.325269189987565
12.67200852548517,0.3685639017893548
12.668262847725055,0.2361630807974775
12.634992931336585,0.23930867380624468
12.634311151904779,0.2826173444159925
12.646554497846191,0.3052879673031312
12.639867456753713,0.21385047758656966
12.639538871478102,0.26534721430136043
12.63840070164443,0.24447713623126402
12.64302981029628,0.22311517910310016
12.823735430121799,0.18599508785997867
12.98586930799825,0.14553456236383333
12.97239264075585,0.08136434957923408
12.929946189032785,0.1098727508935469
12.951686029582646,0.15065882031294595
13.029603697605001,0.2328924338920545
13.032746718527335,0.19978213401108078
13.012754938685479,0.20729074431707425
12.992076918896672,0.24773843288586458
12.985269528488145,0.2147024419628005
12.999077159778649,0.18309734412707193
13.01942225688034,0.17558429955028979
13.008553518732619,0.159046944196267
12.961730920097686,0.17779155562134608
12.97094417009636,0.1412289826467696
12.961628721013795,0.1364509851720615
12.984148304812106,0.2952185669754257
13.01409537018922,0.20635669113047747
13.015086745424073,0.17063099415565375
13.006284770159425,0.1282570295006201
13.019654920595972,0.05554988249151294
13.043102109185924,0.08454315044459579
13.025065774874335,0.09145098169882634
13.035027515400717,0.07981859879156565
13.059371427327015,0.04732756546129551
12.952684120719768,0.1599513227977377
12.909422510572725,0.20726904499192983
13.094773106952955,0.04486536230318896
13.116466009203814,0.13083111278867252
12.79049590914902,0.09584522986446758
13.052964542337707,0.09618701684930506
13.251812676746825,0.079677717883483
13.269649848076225,0.13955696277464427
13.204021257223172,0.08676368593499588
13.212547039917284,-0.03628002627463753
13.272473064690455,0.04444417508167927
13.298255152099433,0.0876891888277066
13.291991649481592,0.1448138365952465
13.270469239104536,0.11709849199625097
13.245114167519022,0.1133074361948155
13.273365505840037,0.13160541638312173
13.287783463985837,0.03252302711041042
13.26510518317456,0.10210134730456184
13.25505587894145,0.15719260099238686
13.276056465892903,0.14061474596324977
13.277948181083591,0.09717913986800814
13.241361971941496,0.072617115354107
13.25634726131098,0.11744172458552096
13.293228766479215,0.14426194225215294
13.282762674446333,0.15298184635898693
13.395334061795769,0.044469769474468325
13.618977094631301,-0.030212813457267628
13.544814331074011,0.036444645037052005
13.388259758901402,-0.031135062059683315
13.476863271252816,-0.08185231023216913
13.56941080316338,-0.03915952638066116
13.532444039518555,0.06401940969122424
