time_boot_ms,pitch,roll,yaw,vx,vy,vz,relative_alt
828760.0,0.25195812792108635,0.22047908003718017,0.6122241129757987,-0.09,0.13,0.02,10.025
828760.0,0.25195812792108635,0.22047908003718017,0.6122241129757987,-0.09,0.13,0.02,10.025
829009.0,-0.012419129029324544,-0.19342209939318125,0.6161675333652762,-0.08,0.11,0.02,10.025
829009.0,-0.012419129029324544,-0.19342209939318125,0.6161675333652762,-0.08,0.11,0.02,10.025
829259.0,0.231581619234102,0.12005514217581327,0.6112415795915218,-0.07,0.1,0.02,10.025
829259.0,0.231581619234102,0.12005514217581327,0.6112415795915218,-0.07,0.1,0.02,10.025
829509.0,0.4685800053668473,0.45092209873251315,0.609505057355899,-0.07,0.1,0.02,10.025
829509.0,0.4685800053668473,0.45092209873251315,0.609505057355899,-0.07,0.1,0.02,10.025
829759.0,0.4906907684532066,0.46800813710641737,0.6102368480924424,-0.08,0.11,0.02,10.025
829759.0,0.4906907684532066,0.46800813710641737,0.6102368480924424,-0.08,0.11,0.02,10.025
830010.0,0.3896321966281971,0.4686559378605108,0.6107152281386077,-0.08,0.11,-0.05,10.033
830010.0,0.3896321966281971,0.4686559378605108,0.6107152281386077,-0.08,0.11,-0.05,10.033
830260.0,0.3455104819308105,0.5604764653896664,0.613784170870912,-0.09,0.11,-0.11,10.061
830260.0,0.3455104819308105,0.5604764653896664,0.613784170870912,-0.09,0.11,-0.11,10.061
830510.0,0.39473949726050056,0.5609089551023458,0.616295065803685,-0.09,0.12,-0.13,10.098
830510.0,0.39473949726050056,0.5609089551023458,0.616295065803685,-0.09,0.12,-0.13,10.098
830760.0,0.3777240819753972,0.5777885403364158,0.6146187346101228,-0.09,0.12,-0.13,10.138
830760.0,0.3777240819753972,0.5777885403364158,0.6146187346101228,-0.09,0.12,-0.13,10.138
831009.0,0.35018043701282164,0.562744408359228,0.6109884890662611,-0.09,0.13,-0.13,10.178
831009.0,0.35018043701282164,0.562744408359228,0.6109884890662611,-0.09,0.13,-0.13,10.178
831259.0,0.3468171291355457,0.5342513137411679,0.6118563499776758,-0.09,0.13,-0.12,10.217
831259.0,0.3468171291355457,0.5342513137411679,0.6118563499776758,-0.09,0.13,-0.12,10.217
831509.0,0.3454867096708477,0.5395612522123239,0.6102934639573594,-0.09,0.13,-0.11,10.255
831509.0,0.3454867096708477,0.5395612522123239,0.6102934639573594,-0.09,0.13,-0.11,10.255
