Relative altitude [m],Wind speed [m/s],Wind direction [deg]
14.923,1.4325186131471825,2.8268210576401187
14.959,1.4318649227378144,2.6189393624552215
14.993,1.628097769173977,2.371425079355486
15.028,1.7873289610408698,1.9718680476484427
15.062000000000001,1.7939518058557522,1.5959717322005356
15.096,1.8028862940294976,1.4961080369187068
15.131,1.8378314110721707,2.0048776042997534
15.166,1.891707579658416,2.6301607254210886
15.201,1.885256715091052,2.8181028125714036
15.236,1.8750750088498749,2.0312990340178247
15.272,1.8918930919701193,2.047651930507653
15.307,1.9100744894474855,2.137170771567864
15.342,1.9084459904786266,2.1524282805951342
15.377,1.9055663264303664,2.2705847307109166
15.413,1.8892473556030065,2.4948734168600986
15.449,1.8715042386752077,2.33751145773972
15.484,1.8720439089492327,1.9441555590927952
15.52,1.8719391830677388,2.562568775232049
15.555,1.8597316203966026,3.0725432247830535
15.59,1.8213795396786927,2.946879739986158
15.625,1.8190430146619803,2.7216173760625746
15.66,1.824025518385389,2.463789958458745
15.695,1.82061221885683,2.55025209721176
15.73,1.8272333796624314,2.610189506637119
15.765,1.8503807225731583,2.52785151815963
15.801,1.8353496429134997,2.4929143740558968
15.837,1.8177646943235686,2.866044156744337
15.872,1.828530242589167,2.4963915978141356
15.907,1.8484755833059432,2.516217944920352
15.942,1.854280131617523,2.9216260046804967
15.976,2.0764977386742958,2.61228204683273
16.011,2.2381586369168796,2.3839510316316037
16.046,2.288752201856343,2.3072485884349727
16.081,2.3116137892166364,2.2223521518631375
16.116,2.354444758744785,2.263670025392618
16.152,2.3923297255072296,1.9048900209942232
16.187,2.4263414604788616,1.4798739616112158
16.223,2.42771091420819,1.7767417227188473
16.258,2.400784860271329,2.0792554762194855
16.293,2.3943151081719747,1.8821791975443734
16.328,2.3957347561572675,1.769516177589058
16.362000000000002,2.411932522588214,2.2403585290196393
16.398,2.3986930798466983,2.4951497497643302
16.433,2.3854342052730217,2.2131587910822508
16.469,2.3618267970175046,1.9362329153428381
16.503,2.3689332378217403,2.3423568597867015
16.538,2.3527556221873116,2.203084398396812
16.572,2.319002812816062,1.7687778167758739
16.607,2.3064992061917504,2.0806095362734083
16.642,2.308713370382145,1.738681045580429
16.677,2.3038770924202545,2.104688934852456
16.712,2.3278868798317043,2.2931154662370434
16.747,2.3204729623373597,2.387048482249222
16.782,2.2999060624762135,2.338546664518846
16.818,2.3009125172205662,2.0022021664403713
16.853,2.3096223335276056,2.042159373240822
16.889,2.3188521912632893,1.8654143974993116
16.923000000000002,2.309471321654797,1.8185366662498343
16.958000000000002,2.285279795730584,2.3076147140315233
16.993000000000002,2.464518575709957,2.0209957910487404
17.027,2.6963669187282906,1.5423034209592592
17.061,2.7441892680084328,1.6591405222484261
17.096,2.781443004926104,1.9978603198577967
17.131,2.8380386053431406,1.7168613917969375
17.165,2.8899518749066817,1.9541115851122017
17.2,2.9124551958223392,2.1505848841445405
17.234,2.9206266254648905,2.2337083177254327
17.27,2.905555399686981,2.123826455235054
17.305,2.89717528968662,2.250410724393588
17.34,2.897279971443193,2.051706095833732
17.374,2.891152977477969,2.0986789998794326
17.409,2.90270503149259,1.9343346178917091
17.444,2.8764306731061446,1.9597287377536732
17.479,2.853632614820025,1.8761442400114767
17.513,2.848726397507471,1.4710225372745487
17.549,2.84024238971284,1.8481189715618938
17.584,2.8115208929094284,1.959581320378096
17.619,2.8061272394515075,1.5009572813904926
17.655,2.814125126593559,1.4731197557746165
17.69,2.80268160430761,1.46652217316735
17.725,2.792266079657316,1.7536417355952567
17.76,2.7837800790409477,2.2572762816974175
17.795,2.8031890282137724,2.2442311817411804
17.830000000000002,2.808385427201361,2.1286330521464976
17.864,2.8158906742305314,2.11155052807242
17.899,2.8028612933961217,2.7142451303330875
17.934,3.0999363521408583,2.3167085787052804
17.969,3.339590774759552,2.171678392944171
18.004,3.3770885083591224,2.174116657922212
18.039,3.397812444153761,1.8752629020824927
18.074,3.454555336449259,2.084688779332612
18.109,3.503308473232283,2.1132826010780335
18.145,3.5165384734574943,1.990576304389996
18.181,3.5096160635612814,1.619639386313104
18.217,3.4949038597032684,1.9073493811217928
18.252,3.4788709419583435,2.108096340357593
18.288,3.480489005238091,2.0252890832964225
18.323,3.491491340062128,1.8653103007505747
18.359,3.47371823397092,1.7100807765531305
18.395,3.4530709989382675,1.8617467436443131
18.43,3.4569792270220434,1.9998738666035791
18.465,3.457244266123163,1.9202457242215931
18.5,3.4161871354180535,1.8665175072655376
18.535,3.4086328202101885,1.7133919167932954
18.569,3.429949264598899,1.9226799258424476
18.604,3.4384707996980497,1.9631206178384604
18.639,3.414075997444014,2.048377338829595
18.674,3.406398823053207,1.8921561294825509
18.709,3.4035129411001726,1.6987763825774347
18.745,3.4173215257152414,1.9851155565760807
18.781,3.405780362870624,1.77790387333914
18.816,3.4035779714147356,2.0457214081046358
18.851,3.414382244247229,2.402560114741034
18.885,3.4137220321427244,2.402999340606106
18.92,3.406059607470616,2.2294797340687262
18.955000000000002,3.423835472708887,1.8467982460634504
18.989,3.7447160735772145,1.960311367290621
19.023,3.9060657228611975,1.960612686445862
19.058,3.9280901293806023,1.4451346082836747
19.093,3.9691699751161016,1.4379237566951375
19.128,4.0337373720641,1.4038927107633614
19.164,4.0639390924897665,1.53284748330433
19.199,4.088679317362696,1.5803270070267972
19.235,4.1121375056497245,1.4549993255980063
19.27,4.101320477252417,1.3977291194981347
19.305,4.083004155393479,1.4243549510289737
19.34,4.08258982846861,1.5687323220236937
19.375,4.073725488257539,1.5650088639548463
19.41,4.069541342066024,1.634647464674909
19.444,4.05218367215269,1.714089069381052
19.48,4.032648811873197,1.8877113259647595
19.515,4.03470282152512,1.8059322810119602
19.55,4.041134476560032,1.9386297739150504
19.585,4.0147572874234765,1.9144994290977682
19.62,4.016194212756873,1.7883219261389296
19.655,3.9943088296077036,1.674207104217392
19.69,3.98766610602614,1.8758439222724739
19.725,3.9698517894558187,1.5975872872419903
19.76,3.9856049420394153,1.7640258381530214
19.795,3.9885183683516705,1.9178074329008596
19.830000000000002,3.9952420670831814,1.8866932125831382
19.864,4.362402992812697,1.6518293239319288
19.897000000000002,4.846281524951325,1.656082504498105
19.912,5.088182847760158,1.6445933953657879
19.906,5.012342515875616,2.3307956870791195
19.896,4.9024708318339565,2.117617774214301
