time_boot_ms,pitch,roll,yaw
49149.0,0.15954485469780724,0.14978488789982924,-7.186573072978383
49149.0,0.15954485469780724,0.14978488789982924,-7.186573072978383
49399.0,0.09304263780269875,0.02156027085009212,-7.186760903180559
49399.0,0.09304263780269875,0.02156027085009212,-7.186760903180559
49649.0,0.0877242549765728,0.06530605333628356,-7.185794431413003
49649.0,0.0877242549765728,0.06530605333628356,-7.185794431413003
49899.0,-0.4448541693460444,0.25249643220504797,-7.18103464333515
49899.0,-0.4448541693460444,0.25249643220504797,-7.18103464333515
50149.0,-0.9856183886259368,0.27138078468222254,-7.182843789691557
50149.0,-0.9856183886259368,0.27138078468222254,-7.182843789691557
50399.0,-1.0425708538030303,0.20987421083474367,-7.183254454815404
50399.0,-1.0425708538030303,0.20987421083474367,-7.183254454815404
50649.0,-1.087419263275509,0.1998737466727872,-7.182816468934877
50649.0,-1.087419263275509,0.1998737466727872,-7.182816468934877
50899.0,-1.1884374409348804,0.2200244455705512,-7.182087346240978
50899.0,-1.1884374409348804,0.2200244455705512,-7.182087346240978
51149.0,-1.278771495185059,0.22057016701306464,-7.181767181123633
51149.0,-1.278771495185059,0.22057016701306464,-7.181767181123633
51399.0,-1.3027251820477055,0.2338641563969292,-7.183272384061975
51399.0,-1.3027251820477055,0.2338641563969292,-7.183272384061975
51649.0,-1.2634968443233834,0.15453635168463095,-7.183734275604597
51649.0,-1.2634968443233834,0.15453635168463095,-7.183734275604597
51899.0,-1.2026915121241681,0.12335468383388477,-7.18485442662848
51899.0,-1.2026915121241681,0.12335468383388477,-7.18485442662848
52149.0,-1.1381015080728252,0.1706966859825869,-7.186153016344428
52149.0,-1.1381015080728252,0.1706966859825869,-7.186153016344428
52399.0,-1.188918649106249,0.2214603727816274,-7.186234978614468
52399.0,-1.188918649106249,0.2214603727816274,-7.186234978614468
52649.0,-1.2180746989606235,0.2216118375625577,-7.186950440930027
52649.0,-1.2180746989606235,0.2216118375625577,-7.186950440930027
52899.0,-1.155592448598464,0.2694749751408039,-7.186309256921692
52899.0,-1.155592448598464,0.2694749751408039,-7.186309256921692
53149.0,-1.1084328738655822,0.29114841935729724,-7.183377398220464
53149.0,-1.1084328738655822,0.29114841935729724,-7.183377398220464
53399.0,-1.12187916846381,0.24683746039513374,-7.184763926621977
53399.0,-1.12187916846381,0.24683746039513374,-7.184763926621977
53649.0,-1.0893571160090887,0.22404245109215665,-7.1839613793945
53649.0,-1.0893571160090887,0.22404245109215665,-7.1839613793945
53899.0,-1.059022324914358,0.27084210687229066,-7.182969294417556
53899.0,-1.059022324914358,0.27084210687229066,-7.182969294417556
54149.0,-1.135604753766068,0.24378407235144714,-7.184780148321256
54149.0,-1.135604753766068,0.24378407235144714,-7.184780148321256
54399.0,-1.1417908774416898,0.2111630621950398,-7.184644398311502
54399.0,-1.1417908774416898,0.2111630621950398,-7.184644398311502
54649.0,-1.1236162776688148,0.2055965780833984,-7.187275728689249
54649.0,-1.1236162776688148,0.2055965780833984,-7.187275728689249
54899.0,-1.1612188169272621,0.21652221271277428,-7.186845426771538
54899.0,-1.1612188169272621,0.21652221271277428,-7.186845426771538
55149.0,-1.1174699611894496,0.22607688696946843,-7.184587195477203
55149.0,-1.1174699611894496,0.22607688696946843,-7.184587195477203
55399.0,-1.0735410659339837,0.18517766085857917,-7.1845086483017475
55399.0,-1.0735410659339837,0.18517766085857917,-7.1845086483017475
55649.0,-1.0512603485311673,0.16614016273360824,-7.18440107282232
55649.0,-1.0512603485311673,0.16614016273360824,-7.18440107282232
55899.0,-1.0124293357174698,0.2249393669879704,-7.187802507028986
55899.0,-1.0124293357174698,0.2249393669879704,-7.187802507028986
